k,d,ek,ed,roundswing,adr,eadr,kast,ekast,rating,playerid,matchid,sideid,mapid,teamid
30.0,20.0,29.0,22.0,1.0,107.8,102.1,89.3,80.6,1.4,22911,2388930,0,5,8113
15.0,20.0,15.0,21.0,-0.3,64.6,64.1,67.9,65.2,0.93,21170,2388930,0,5,8113
19.0,23.0,19.0,24.0,-2.36,81.3,81.2,60.7,59.0,0.88,21921,2388930,0,5,8113
14.0,17.0,14.0,17.0,-3.24,56.7,57.0,75.0,75.2,0.84,20558,2388930,0,5,8113
14.0,19.0,14.0,21.0,-5.16,51.0,53.2,67.9,71.6,0.73,21221,2388930,0,5,8113
18.0,9.0,16.0,10.0,1.78,126.3,116.1,93.3,71.9,1.51,22911,2388930,1,5,8113
12.0,11.0,11.0,12.0,-1.06,91.7,85.7,60.0,56.9,0.98,21921,2388930,1,5,8113
9.0,7.0,9.0,8.0,-1.91,67.3,66.5,86.7,78.9,0.95,20558,2388930,1,5,8113
6.0,9.0,5.0,11.0,-4.06,41.5,39.3,80.0,77.4,0.67,21221,2388930,1,5,8113
6.0,9.0,6.0,10.0,-5.04,45.7,41.9,73.3,63.4,0.58,21170,2388930,1,5,8113
9.0,11.0,9.0,11.0,5.18,86.4,89.8,61.5,67.4,1.34,21170,2388930,2,5,8113
12.0,11.0,13.0,12.0,0.1,86.5,85.9,84.6,90.8,1.28,22911,2388930,2,5,8113
8.0,10.0,9.0,10.0,-6.43,61.9,69.2,53.8,65.0,0.81,21221,2388930,2,5,8113
7.0,12.0,7.0,11.0,-3.86,69.3,75.9,61.5,61.4,0.76,21921,2388930,2,5,8113
5.0,10.0,5.0,9.0,-4.76,44.5,46.0,61.5,70.9,0.7,20558,2388930,2,5,8113
41.0,29.0,39.0,31.0,5.13,76.3,74.8,76.9,75.9,1.31,21239,2388906,0,0,13404
33.0,36.0,34.0,35.0,-0.43,76.9,79.2,69.2,67.7,1.04,8371,2388906,0,0,13404
37.0,42.0,39.0,42.0,-1.97,76.4,77.7,75.0,73.5,1.01,9254,2388906,0,0,13404
33.0,40.0,34.0,43.0,-2.17,66.5,65.6,75.0,66.6,0.85,18749,2388906,0,0,13404
29.0,38.0,28.0,38.0,-4.43,60.2,58.4,73.1,70.6,0.75,19509,2388906,0,0,13404
22.0,14.0,21.0,16.0,3.84,80.7,80.1,81.5,78.2,1.23,21239,2388906,1,0,13404
21.0,19.0,21.0,20.0,-3.35,77.0,76.3,77.8,73.3,0.91,19509,2388906,1,0,13404
18.0,19.0,19.0,20.0,-4.97,62.0,62.3,74.1,58.1,0.74,18749,2388906,1,0,13404
14.0,23.0,16.0,23.0,-4.1,65.4,71.6,66.7,63.0,0.74,9254,2388906,1,0,13404
10.0,19.0,11.0,19.0,-4.16,60.4,65.5,77.8,74.6,0.71,8371,2388906,1,0,13404
23.0,17.0,24.0,16.0,3.59,94.8,93.9,60.0,60.2,1.4,8371,2388906,2,0,13404
19.0,15.0,18.0,16.0,6.52,71.5,69.1,72.0,73.5,1.4,21239,2388906,2,0,13404
23.0,19.0,23.0,19.0,0.33,88.4,84.3,84.0,84.8,1.31,9254,2388906,2,0,13404
15.0,21.0,14.0,22.0,0.84,71.4,69.2,76.0,75.8,0.97,18749,2388906,2,0,13404
8.0,19.0,7.0,19.0,-5.58,42.1,39.1,68.0,67.5,0.57,19509,2388906,2,0,13404
47.0,34.0,45.0,34.0,3.26,99.7,97.6,78.8,75.8,1.45,16612,2388906,0,0,11581
47.0,33.0,48.0,33.0,5.08,82.8,83.4,65.4,64.8,1.43,21692,2388906,0,0,11581
28.0,32.0,30.0,32.0,1.04,60.7,61.6,75.0,70.8,0.99,21385,2388906,0,0,11581
37.0,43.0,36.0,46.0,-2.78,81.4,77.9,71.2,65.7,0.89,19823,2388906,0,0,11581
26.0,31.0,25.0,34.0,-2.73,48.3,46.8,67.3,65.8,0.79,24806,2388906,0,0,11581
26.0,17.0,27.0,18.0,3.98,83.7,86.9,64.0,62.0,1.38,21692,2388906,1,0,11581
26.0,18.0,25.0,18.0,-0.04,112.0,110.7,72.0,71.3,1.34,16612,2388906,1,0,11581
16.0,17.0,17.0,17.0,-0.03,74.2,77.0,72.0,61.7,0.98,21385,2388906,1,0,11581
16.0,20.0,16.0,22.0,-3.95,73.5,71.1,72.0,70.8,0.81,19823,2388906,1,0,11581
7.0,16.0,7.0,17.0,-5.65,36.2,35.2,60.0,56.7,0.49,24806,2388906,1,0,11581
21.0,16.0,20.0,16.0,6.32,88.3,85.4,85.2,80.0,1.55,16612,2388906,2,0,11581
21.0,16.0,22.0,16.0,6.1,82.0,80.1,66.7,67.4,1.47,21692,2388906,2,0,11581
19.0,15.0,18.0,16.0,-0.02,59.5,57.4,74.1,74.2,1.06,24806,2388906,2,0,11581
12.0,15.0,12.0,16.0,2.04,48.1,47.3,77.8,79.3,0.99,21385,2388906,2,0,11581
21.0,23.0,20.0,24.0,-1.7,88.7,84.1,70.4,61.0,0.95,19823,2388906,2,0,11581
22.0,15.0,21.0,17.0,5.83,68.9,69.8,78.6,76.8,1.33,21239,2388906,0,1,13404
18.0,21.0,19.0,21.0,-0.94,66.5,67.7,75.0,70.8,1.0,9254,2388906,0,1,13404
16.0,22.0,16.0,25.0,-1.33,64.4,62.1,67.9,57.2,0.76,18749,2388906,0,1,13404
16.0,21.0,17.0,22.0,-5.86,62.0,61.3,75.0,70.4,0.73,19509,2388906,0,1,13404
12.0,21.0,12.0,21.0,-3.83,70.3,73.8,67.9,64.0,0.72,8371,2388906,0,1,13404
11.0,9.0,11.0,10.0,0.62,67.8,71.8,80.0,74.7,0.99,21239,2388906,1,1,13404
9.0,11.0,10.0,12.0,-4.3,64.7,66.2,66.7,51.0,0.71,18749,2388906,1,1,13404
10.0,12.0,11.0,13.0,-9.34,67.5,71.7,66.7,58.6,0.64,19509,2388906,1,1,13404
4.0,11.0,4.0,11.0,-4.78,56.3,63.3,80.0,75.3,0.6,8371,2388906,1,1,13404
5.0,12.0,6.0,12.0,-4.28,50.6,54.8,66.7,59.5,0.59,9254,2388906,1,1,13404
11.0,6.0,10.0,7.0,11.83,70.2,67.5,76.9,79.1,1.72,21239,2388906,2,1,13404
13.0,9.0,13.0,10.0,2.9,84.8,82.5,84.6,83.7,1.48,9254,2388906,2,1,13404
8.0,10.0,8.0,10.0,-2.74,86.5,86.0,53.8,50.9,0.87,8371,2388906,2,1,13404
6.0,9.0,5.0,9.0,-1.85,55.7,49.4,84.6,84.1,0.83,19509,2388906,2,1,13404
7.0,11.0,7.0,13.0,2.11,64.2,57.3,69.2,64.4,0.82,18749,2388906,2,1,13404
26.0,17.0,29.0,17.0,7.81,92.9,97.8,71.4,70.6,1.74,21692,2388906,0,1,11581
21.0,18.0,21.0,18.0,1.2,81.0,82.2,78.6,75.2,1.25,16612,2388906,0,1,11581
16.0,14.0,18.0,14.0,2.11,59.8,62.9,85.7,77.8,1.14,21385,2388906,0,1,11581
21.0,22.0,21.0,24.0,-1.42,81.5,79.9,75.0,67.1,1.0,19823,2388906,0,1,11581
16.0,13.0,15.0,14.0,-3.56,56.7,54.4,78.6,72.2,0.91,24806,2388906,0,1,11581
13.0,10.0,15.0,10.0,4.2,88.3,97.9,61.5,64.3,1.48,21692,2388906,1,1,11581
13.0,10.0,14.0,10.0,0.55,108.3,116.4,61.5,65.2,1.41,16612,2388906,1,1,11581
10.0,10.0,11.0,11.0,-5.57,80.9,82.2,69.2,72.0,0.9,19823,2388906,1,1,11581
6.0,9.0,7.0,9.0,-3.53,51.2,58.0,69.2,55.7,0.71,21385,2388906,1,1,11581
3.0,6.0,3.0,6.0,-7.9,35.8,35.2,69.2,57.6,0.5,24806,2388906,1,1,11581
13.0,7.0,14.0,7.0,10.94,96.9,97.8,80.0,76.0,1.98,21692,2388906,2,1,11581
10.0,5.0,10.0,5.0,6.99,67.3,67.1,100.0,96.9,1.52,21385,2388906,2,1,11581
13.0,7.0,12.0,8.0,0.2,74.8,71.0,86.7,84.9,1.25,24806,2388906,2,1,11581
8.0,8.0,7.0,8.0,1.77,57.3,52.6,93.3,83.8,1.12,16612,2388906,2,1,11581
11.0,12.0,11.0,13.0,2.17,82.0,77.8,80.0,62.9,1.09,19823,2388906,2,1,11581
21.0,15.0,22.0,14.0,3.53,84.7,85.4,70.8,72.0,1.45,8371,2388906,0,3,13404
19.0,14.0,17.0,14.0,4.31,84.9,80.6,75.0,74.9,1.31,21239,2388906,0,3,13404
19.0,21.0,20.0,21.0,-3.16,88.0,89.4,75.0,76.7,1.03,9254,2388906,0,3,13404
17.0,18.0,18.0,18.0,-3.16,68.9,69.8,83.3,77.5,0.95,18749,2388906,0,3,13404
13.0,17.0,12.0,16.0,-2.75,58.1,55.0,70.8,70.7,0.84,19509,2388906,0,3,13404
11.0,5.0,9.0,5.0,7.85,96.8,90.4,83.3,82.5,1.55,21239,2388906,1,3,13404
11.0,7.0,10.0,7.0,4.13,88.9,82.0,91.7,91.8,1.35,19509,2388906,1,3,13404
9.0,11.0,10.0,12.0,-3.87,83.8,92.7,66.7,67.3,0.93,9254,2388906,1,3,13404
6.0,8.0,6.0,8.0,-3.38,65.4,68.3,75.0,73.8,0.82,8371,2388906,1,3,13404
9.0,8.0,10.0,8.0,-5.8,58.6,57.4,83.3,66.8,0.79,18749,2388906,1,3,13404
15.0,7.0,16.0,6.0,10.45,103.9,102.5,66.7,70.2,2.07,8371,2388906,2,3,13404
10.0,10.0,10.0,9.0,-2.45,92.2,86.1,83.3,86.0,1.14,9254,2388906,2,3,13404
8.0,10.0,8.0,10.0,-0.53,79.2,82.2,83.3,88.3,1.12,18749,2388906,2,3,13404
8.0,9.0,8.0,8.0,0.77,72.9,70.9,66.7,67.4,1.07,21239,2388906,2,3,13404
2.0,10.0,2.0,9.0,-9.62,27.3,28.0,50.0,49.6,0.33,19509,2388906,2,3,13404
26.0,16.0,25.0,16.0,5.66,121.4,115.5,79.2,76.5,1.73,16612,2388906,0,3,11581
21.0,16.0,20.0,16.0,1.9,71.0,66.5,58.3,58.0,1.09,21692,2388906,0,3,11581
12.0,18.0,12.0,18.0,-0.2,61.7,60.1,62.5,62.8,0.89,21385,2388906,0,3,11581
16.0,21.0,15.0,21.0,-4.37,81.2,75.6,66.7,64.1,0.77,19823,2388906,0,3,11581
10.0,18.0,10.0,20.0,-1.76,38.5,37.8,54.2,58.3,0.66,24806,2388906,0,3,11581
10.0,8.0,10.0,8.0,3.75,99.1,97.6,75.0,68.2,1.33,21385,2388906,1,3,11581
13.0,7.0,12.0,7.0,3.75,78.7,75.0,66.7,59.4,1.29,21692,2388906,1,3,11581
13.0,8.0,11.0,8.0,-0.69,115.9,104.6,83.3,77.9,1.26,16612,2388906,1,3,11581
6.0,10.0,6.0,11.0,-2.21,65.5,59.1,75.0,69.4,0.73,19823,2388906,1,3,11581
4.0,10.0,4.0,12.0,-3.22,36.8,35.2,50.0,55.7,0.47,24806,2388906,1,3,11581
13.0,8.0,13.0,7.0,12.0,126.9,126.4,75.0,75.1,2.19,16612,2388906,2,3,11581
8.0,9.0,8.0,9.0,0.05,63.2,58.0,50.0,56.6,0.9,21692,2388906,2,3,11581
6.0,8.0,6.0,8.0,-0.29,40.3,40.4,58.3,60.8,0.84,24806,2388906,2,3,11581
10.0,11.0,9.0,11.0,-6.53,97.0,92.0,58.3,58.7,0.81,19823,2388906,2,3,11581
2.0,10.0,2.0,10.0,-4.16,24.2,22.6,50.0,57.3,0.46,21385,2388906,2,3,11581
45.0,36.0,50.0,38.0,7.05,93.4,99.4,79.2,79.3,1.64,18865,2388927,0,0,7176
46.0,34.0,46.0,35.0,4.51,100.5,97.7,84.9,85.7,1.58,19750,2388927,0,0,7176
45.0,33.0,45.0,36.0,0.16,88.2,86.8,75.5,76.8,1.25,20026,2388927,0,0,7176
35.0,30.0,35.0,32.0,-0.63,76.0,76.0,79.2,78.2,1.12,20085,2388927,0,0,7176
22.0,29.0,20.0,32.0,-2.68,35.9,34.4,62.3,57.9,0.7,20939,2388927,0,0,7176
27.0,13.0,28.0,15.0,3.07,119.3,117.2,87.0,93.8,1.68,20026,2388927,1,0,7176
21.0,14.0,24.0,15.0,5.91,86.2,93.3,69.6,67.5,1.49,18865,2388927,1,0,7176
17.0,17.0,16.0,19.0,-4.44,103.3,96.0,87.0,83.9,0.95,19750,2388927,1,0,7176
13.0,15.0,13.0,16.0,-4.8,69.2,71.9,82.6,86.1,0.86,20085,2388927,1,0,7176
10.0,12.0,9.0,15.0,-2.82,37.0,35.3,69.6,56.5,0.61,20939,2388927,1,0,7176
29.0,17.0,30.0,16.0,11.37,98.4,99.1,83.3,87.1,2.05,19750,2388927,2,0,7176
24.0,22.0,26.0,24.0,7.93,99.0,104.1,86.7,88.4,1.76,18865,2388927,2,0,7176
22.0,15.0,22.0,15.0,2.56,81.1,79.1,76.7,72.2,1.32,20085,2388927,2,0,7176
18.0,20.0,17.0,21.0,-2.07,64.4,63.5,66.7,63.7,0.92,20026,2388927,2,0,7176
12.0,17.0,11.0,17.0,-2.57,35.1,33.7,56.7,58.9,0.77,20939,2388927,2,0,7176
41.0,34.0,42.0,37.0,3.85,86.7,86.4,75.5,67.4,1.26,21170,2388927,0,0,8113
42.0,34.0,43.0,37.0,2.0,77.2,81.1,69.8,74.4,1.24,21221,2388927,0,0,8113
33.0,46.0,35.0,48.0,-3.03,73.7,75.7,66.0,67.1,0.9,20558,2388927,0,0,8113
26.0,39.0,28.0,39.0,-3.84,59.2,60.5,71.7,66.0,0.73,21921,2388927,0,0,8113
19.0,42.0,19.0,43.0,-7.79,44.5,45.2,66.0,59.0,0.49,22911,2388927,0,0,8113
23.0,18.0,22.0,20.0,5.54,84.8,81.0,83.3,68.1,1.24,21170,2388927,1,0,8113
21.0,19.0,21.0,21.0,-3.01,68.1,73.2,70.0,67.0,0.85,21221,2388927,1,0,8113
18.0,22.0,19.0,23.0,-2.73,66.2,66.9,70.0,63.1,0.77,21921,2388927,1,0,8113
18.0,25.0,19.0,27.0,-8.89,73.2,75.4,53.3,51.7,0.66,20558,2388927,1,0,8113
10.0,22.0,10.0,23.0,-8.51,44.0,43.3,63.3,50.6,0.43,22911,2388927,1,0,8113
21.0,15.0,22.0,16.0,8.52,89.1,91.4,69.6,84.0,1.76,21221,2388927,2,0,8113
18.0,16.0,19.0,17.0,1.65,89.2,93.5,65.2,66.3,1.29,21170,2388927,2,0,8113
15.0,21.0,16.0,22.0,4.63,74.5,76.0,82.6,87.2,1.21,20558,2388927,2,0,8113
8.0,17.0,9.0,16.0,-5.29,50.0,52.2,73.9,69.8,0.69,21921,2388927,2,0,8113
9.0,20.0,9.0,20.0,-6.85,45.3,47.7,69.6,69.8,0.56,22911,2388927,2,0,8113
15.0,6.0,15.0,7.0,7.61,88.8,84.2,94.1,94.5,1.8,20085,2388927,0,5,7176
15.0,7.0,14.0,7.0,5.12,87.9,78.5,94.1,95.0,1.61,19750,2388927,0,5,7176
14.0,11.0,14.0,12.0,7.6,89.9,85.7,88.2,87.7,1.55,18865,2388927,0,5,7176
16.0,8.0,15.0,8.0,1.81,90.1,85.2,76.5,73.3,1.38,20026,2388927,0,5,7176
9.0,8.0,7.0,9.0,-3.06,49.1,44.2,70.6,66.1,0.8,20939,2388927,0,5,7176
6.0,1.0,6.0,1.0,12.07,113.2,102.8,100.0,90.3,2.22,20085,2388927,1,5,7176
6.0,0.0,6.0,0.0,6.3,114.4,110.4,100.0,90.3,1.95,20026,2388927,1,5,7176
5.0,2.0,5.0,2.0,7.72,101.6,93.5,80.0,73.7,1.54,18865,2388927,1,5,7176
5.0,1.0,4.0,2.0,4.93,102.2,71.3,100.0,91.4,1.49,19750,2388927,1,5,7176
3.0,2.0,2.0,3.0,3.49,56.6,48.7,100.0,90.3,1.0,20939,2388927,1,5,7176
10.0,6.0,10.0,5.0,5.2,81.9,81.6,91.7,96.5,1.67,19750,2388927,2,5,7176
9.0,5.0,9.0,6.0,5.75,78.6,76.5,91.7,96.3,1.62,20085,2388927,2,5,7176
9.0,9.0,9.0,10.0,7.55,85.1,82.5,91.7,93.6,1.56,18865,2388927,2,5,7176
10.0,8.0,9.0,8.0,-0.06,80.0,74.7,66.7,66.2,1.15,20026,2388927,2,5,7176
6.0,6.0,5.0,6.0,-5.79,46.0,42.4,58.3,56.1,0.72,20939,2388927,2,5,7176
15.0,13.0,15.0,13.0,5.28,91.1,93.6,76.5,77.6,1.45,21170,2388927,0,5,8113
10.0,12.0,11.0,12.0,-2.18,59.3,70.4,64.7,60.5,0.85,21221,2388927,0,5,8113
7.0,14.0,7.0,13.0,-5.64,43.8,44.2,58.8,58.5,0.59,22911,2388927,0,5,8113
4.0,14.0,4.0,13.0,-4.78,39.6,39.4,52.9,39.5,0.43,21921,2388927,0,5,8113
3.0,16.0,3.0,16.0,-12.47,44.9,48.7,41.2,38.5,0.23,20558,2388927,0,5,8113
13.0,8.0,13.0,8.0,8.71,105.0,103.4,91.7,88.7,1.74,21170,2388927,1,5,8113
7.0,9.0,7.0,9.0,-3.47,58.4,57.7,66.7,61.7,0.75,22911,2388927,1,5,8113
6.0,7.0,6.0,8.0,-2.61,53.2,60.1,66.7,55.2,0.7,21221,2388927,1,5,8113
4.0,9.0,4.0,9.0,-2.97,56.2,55.9,66.7,43.8,0.55,21921,2388927,1,5,8113
3.0,11.0,3.0,12.0,-13.31,47.2,49.6,50.0,45.2,0.25,20558,2388927,1,5,8113
4.0,5.0,5.0,4.0,-1.13,74.0,95.2,60.0,73.3,1.2,21221,2388927,2,5,8113
2.0,5.0,2.0,5.0,-2.94,57.8,70.0,40.0,51.0,0.74,21170,2388927,2,5,8113
0.0,5.0,0.0,4.0,-10.84,8.8,11.9,40.0,51.0,0.2,22911,2388927,2,5,8113
0.0,5.0,0.0,4.0,-10.45,39.2,46.5,20.0,22.4,0.2,20558,2388927,2,5,8113
0.0,5.0,0.0,4.0,-9.13,0.0,0.0,20.0,29.0,0.15,21921,2388927,2,5,8113
31.0,25.0,37.0,26.0,6.8,95.1,105.8,75.0,75.4,1.68,18865,2388927,0,7,7176
31.0,27.0,32.0,28.0,4.22,106.5,106.8,80.6,81.4,1.57,19750,2388927,0,7,7176
29.0,25.0,30.0,27.0,-0.62,87.3,87.6,75.0,78.5,1.19,20026,2388927,0,7,7176
20.0,24.0,21.0,25.0,-4.53,69.9,72.1,72.2,70.5,0.86,20085,2388927,0,7,7176
13.0,21.0,13.0,23.0,-2.5,29.7,29.8,58.3,54.0,0.67,20939,2388927,0,7,7176
21.0,13.0,22.0,15.0,2.18,120.6,119.1,83.3,94.8,1.6,20026,2388927,1,7,7176
16.0,12.0,20.0,12.0,5.41,81.9,93.2,66.7,65.7,1.48,18865,2388927,1,7,7176
12.0,16.0,13.0,17.0,-7.05,103.6,102.8,83.3,81.8,0.83,19750,2388927,1,7,7176
7.0,14.0,8.0,15.0,-9.48,57.0,63.3,77.8,84.9,0.57,20085,2388927,1,7,7176
7.0,10.0,7.0,12.0,-4.58,31.6,31.6,61.1,47.1,0.54,20939,2388927,1,7,7176
19.0,11.0,20.0,11.0,15.48,109.4,110.8,77.8,80.9,2.32,19750,2388927,2,7,7176
15.0,13.0,17.0,14.0,8.18,108.3,118.5,83.3,85.0,1.89,18865,2388927,2,7,7176
13.0,10.0,13.0,10.0,0.43,82.8,80.9,66.7,56.1,1.15,20085,2388927,2,7,7176
6.0,11.0,6.0,11.0,-0.42,27.8,28.0,55.6,60.9,0.8,20939,2388927,2,7,7176
8.0,12.0,8.0,12.0,-3.42,53.9,56.1,66.7,62.1,0.77,20026,2388927,2,7,7176
32.0,22.0,32.0,25.0,3.96,85.7,86.2,72.2,81.0,1.43,21221,2388927,0,7,8113
30.0,30.0,32.0,32.0,1.43,87.4,88.4,77.8,80.6,1.3,20558,2388927,0,7,8113
26.0,21.0,26.0,24.0,3.17,84.6,83.1,75.0,62.5,1.2,21170,2388927,0,7,8113
22.0,25.0,24.0,27.0,-3.4,68.4,70.5,80.6,78.5,0.9,21921,2388927,0,7,8113
12.0,28.0,12.0,30.0,-8.81,44.9,45.7,69.4,59.2,0.47,22911,2388927,0,7,8113
15.0,14.0,16.0,15.0,-5.95,90.4,92.5,55.6,56.0,0.96,20558,2388927,1,7,8113
15.0,12.0,15.0,13.0,-3.28,78.1,82.0,72.2,74.9,0.95,21221,2388927,1,7,8113
10.0,10.0,9.0,12.0,3.42,71.3,66.1,77.8,54.4,0.95,21170,2388927,1,7,8113
14.0,13.0,15.0,15.0,-2.57,72.9,74.2,72.2,75.9,0.92,21921,2388927,1,7,8113
3.0,13.0,3.0,14.0,-11.88,34.3,33.7,61.1,43.2,0.25,22911,2388927,1,7,8113
17.0,10.0,17.0,11.0,11.21,93.3,90.4,72.2,87.0,1.91,21221,2388927,2,7,8113
15.0,16.0,16.0,17.0,8.82,84.3,84.2,100.0,105.2,1.64,20558,2388927,2,7,8113
16.0,11.0,17.0,13.0,2.92,97.9,100.1,72.2,70.6,1.45,21170,2388927,2,7,8113
8.0,12.0,9.0,12.0,-4.23,63.9,66.7,88.9,81.1,0.88,21921,2388927,2,7,8113
9.0,15.0,9.0,16.0,-5.75,55.4,57.7,77.8,75.1,0.68,22911,2388927,2,7,8113
40.0,35.0,40.0,36.0,1.75,91.5,88.3,64.6,63.0,1.19,20170,2389114,0,0,13237
29.0,32.0,30.0,32.0,2.37,78.2,78.5,75.0,73.8,1.13,16705,2389114,0,0,13237
30.0,34.0,29.0,34.0,-0.12,73.7,72.0,70.8,71.0,1.02,22060,2389114,0,0,13237
22.0,34.0,21.0,33.0,-4.19,49.0,49.3,60.4,65.7,0.7,12781,2389114,0,0,13237
20.0,35.0,19.0,38.0,-4.34,38.3,38.4,54.2,57.9,0.58,22787,2389114,0,0,13237
21.0,13.0,21.0,15.0,6.46,109.5,104.7,87.5,78.6,1.54,16705,2389114,1,0,13237
20.0,13.0,19.0,14.0,3.88,98.0,91.4,83.3,78.1,1.33,22060,2389114,1,0,13237
20.0,17.0,18.0,20.0,-0.39,99.3,90.8,62.5,56.9,1.01,20170,2389114,1,0,13237
14.0,13.0,12.0,14.0,-3.06,48.1,44.5,66.7,64.8,0.77,12781,2389114,1,0,13237
14.0,15.0,13.0,19.0,-2.42,54.1,53.5,75.0,70.7,0.76,22787,2389114,1,0,13237
20.0,18.0,21.0,17.0,3.89,83.6,85.9,66.7,69.1,1.36,20170,2389114,2,0,13237
8.0,19.0,9.0,17.0,-1.72,47.0,52.4,62.5,69.0,0.72,16705,2389114,2,0,13237
10.0,21.0,10.0,20.0,-4.12,49.4,52.5,58.3,63.9,0.71,22060,2389114,2,0,13237
8.0,21.0,9.0,20.0,-5.31,50.0,54.0,54.2,66.7,0.64,12781,2389114,2,0,13237
6.0,20.0,6.0,19.0,-6.27,22.5,23.3,33.3,45.1,0.4,22787,2389114,2,0,13237
52.0,32.0,51.0,32.0,4.29,117.5,116.8,79.2,80.9,1.7,8311,2389114,0,0,13501
30.0,24.0,31.0,23.0,1.78,66.8,67.7,75.0,72.7,1.14,19698,2389114,0,0,13501
34.0,27.0,30.0,28.0,0.11,75.7,69.3,79.2,82.2,1.06,20889,2389114,0,0,13501
29.0,29.0,29.0,29.0,0.15,65.1,64.4,66.7,63.2,1.01,9656,2389114,0,0,13501
25.0,29.0,29.0,29.0,-1.8,59.9,65.4,66.7,65.1,0.95,18456,2389114,0,0,13501
35.0,14.0,33.0,16.0,8.21,147.4,138.0,91.7,89.1,2.17,8311,2389114,1,0,13501
19.0,10.0,19.0,11.0,3.97,78.7,78.8,79.2,70.0,1.31,9656,2389114,1,0,13501
22.0,9.0,17.0,11.0,0.35,97.0,80.7,91.7,90.1,1.23,20889,2389114,1,0,13501
13.0,8.0,13.0,9.0,0.93,57.3,55.3,87.5,79.7,1.06,19698,2389114,1,0,13501
10.0,11.0,11.0,12.0,0.07,51.7,50.4,79.2,74.9,0.95,18456,2389114,1,0,13501
17.0,18.0,18.0,16.0,0.37,87.5,95.5,66.7,72.8,1.23,8311,2389114,2,0,13501
17.0,16.0,18.0,15.0,2.64,76.3,80.2,62.5,65.6,1.23,19698,2389114,2,0,13501
15.0,18.0,18.0,17.0,-3.67,68.2,80.4,54.2,55.2,0.96,18456,2389114,2,0,13501
12.0,18.0,13.0,18.0,-0.13,54.4,57.8,66.7,74.3,0.89,20889,2389114,2,0,13501
10.0,19.0,10.0,18.0,-3.67,51.4,50.0,54.2,56.5,0.71,9656,2389114,2,0,13501
23.0,17.0,22.0,17.0,3.5,110.2,104.6,75.0,73.0,1.47,20170,2389114,0,2,13237
16.0,15.0,16.0,14.0,1.59,68.0,64.9,70.8,69.2,1.08,22060,2389114,0,2,13237
11.0,16.0,11.0,15.0,-0.51,63.2,61.7,75.0,69.4,0.93,16705,2389114,0,2,13237
15.0,17.0,13.0,16.0,-3.14,66.3,65.2,66.7,74.6,0.88,12781,2389114,0,2,13237
8.0,18.0,7.0,18.0,-5.45,31.5,30.3,50.0,51.7,0.48,22787,2389114,0,2,13237
16.0,6.0,14.0,7.0,7.22,153.4,135.5,91.7,79.9,1.99,20170,2389114,1,2,13237
8.0,4.0,8.0,5.0,6.18,91.2,82.4,91.7,72.6,1.39,16705,2389114,1,2,13237
12.0,5.0,10.0,5.0,3.86,78.9,71.1,83.3,81.1,1.34,12781,2389114,1,2,13237
10.0,4.0,9.0,5.0,3.92,82.6,71.7,91.7,80.3,1.3,22060,2389114,1,2,13237
7.0,6.0,6.0,8.0,-1.79,56.2,51.7,83.3,76.5,0.79,22787,2389114,1,2,13237
7.0,11.0,8.0,10.0,-0.23,66.9,73.6,58.3,66.0,0.96,20170,2389114,2,2,13237
6.0,11.0,7.0,10.0,-0.74,53.5,58.2,50.0,58.1,0.86,22060,2389114,2,2,13237
3.0,12.0,3.0,10.0,-7.21,35.3,41.0,58.3,66.2,0.46,16705,2389114,2,2,13237
3.0,12.0,3.0,11.0,-10.13,53.7,59.3,50.0,68.1,0.41,12781,2389114,2,2,13237
1.0,12.0,1.0,10.0,-9.12,6.9,9.0,16.7,27.0,0.17,22787,2389114,2,2,13237
24.0,18.0,22.0,19.0,2.6,110.2,104.7,79.2,78.9,1.5,8311,2389114,0,2,13501
19.0,13.0,16.0,12.0,1.38,82.5,74.8,75.0,78.3,1.18,20889,2389114,0,2,13501
13.0,14.0,15.0,14.0,0.42,62.6,68.6,70.8,70.8,1.06,18456,2389114,0,2,13501
15.0,13.0,15.0,12.0,0.77,75.8,76.9,62.5,60.2,1.05,19698,2389114,0,2,13501
12.0,15.0,11.0,14.0,-1.15,52.5,49.7,62.5,59.5,0.89,9656,2389114,0,2,13501
20.0,7.0,17.0,9.0,11.81,162.8,141.0,100.0,92.2,2.37,8311,2389114,1,2,13501
14.0,2.0,11.0,2.0,5.55,110.8,90.6,100.0,94.0,1.7,20889,2389114,1,2,13501
10.0,4.0,9.0,5.0,5.33,81.2,74.9,83.3,74.4,1.39,9656,2389114,1,2,13501
9.0,2.0,9.0,3.0,3.32,79.8,75.5,91.7,84.7,1.36,19698,2389114,1,2,13501
5.0,5.0,5.0,6.0,1.43,52.2,48.6,100.0,92.0,1.06,18456,2389114,1,2,13501
8.0,9.0,10.0,8.0,-0.6,73.1,88.5,41.7,49.6,1.06,18456,2389114,2,2,13501
6.0,11.0,7.0,10.0,-1.78,71.8,78.2,33.3,35.6,0.73,19698,2389114,2,2,13501
5.0,11.0,5.0,10.0,-2.78,54.3,58.9,50.0,62.6,0.66,20889,2389114,2,2,13501
4.0,11.0,5.0,10.0,-6.61,57.8,68.5,58.3,65.6,0.62,8311,2389114,2,2,13501
2.0,11.0,2.0,10.0,-7.62,23.8,24.6,41.7,44.5,0.39,9656,2389114,2,2,13501
